,complaint_id,date_received,district_occurrence,general_cap_classification,summary,date_of_complaint,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,num_complaint_rows,complaint_key,sustained_investigative_finding,guilty_disciplinary_finding,training_counseling_or_guilty_disciplinary_finding,complainant_sex,complainant_race,complainant_age
786,15-0317,2015-06-18,2600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-8-15 at 8:23am, they were falsely arrested and physically abused by unknown 26th District officers.",2015-06-08,91533891.0,white,male,2600 26TH DISTRICT,Physical Abuse,1,"15-0317,91533891.0,Physical Abuse",False,False,False,female,latino,40.0
788,15-0318,2015-06-18,2600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-2-15 at 10:16pm, unidentified 26th District officers improperly entered their property.",2015-06-02,29431611.0,white,male,2600 26TH DISTRICT,Departmental Violation,1,"15-0318,29431611.0,Departmental Violation",False,False,False,male,black,38.0
789,15-0318,2015-06-18,2600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-2-15 at 10:16pm, unidentified 26th District officers improperly entered their property.",2015-06-02,92456399.0,white,male,2600 26TH DISTRICT,Departmental Violation,1,"15-0318,92456399.0,Departmental Violation",False,False,False,male,black,38.0
790,15-0319,2015-06-22,1400, VERBAL ABUSE,"According to the complainant, on 6-14-15 at 5:40pm, they were harassed by an officer assigned to the 14th District.",2015-06-14,59343950.0,black,male,1400 14TH DISTRICT,Verbal Abuse,1,"15-0319,59343950.0,Verbal Abuse",False,False,False,male,,53.0
791,15-0320,2015-06-18,1200, LACK OF SERVICE,"According to the complainant, on 4-6-15 at 11:00am, they did not receive proper service from unknown 12th District officers.",2015-04-06,89878389.0,white,male,1200 12TH DISTRICT,Lack of Service,1,"15-0320,89878389.0,Lack of Service",False,False,False,female,black,36.0
792,15-0320,2015-06-18,1200, LACK OF SERVICE,"According to the complainant, on 4-6-15 at 11:00am, they did not receive proper service from unknown 12th District officers.",2015-04-06,56829454.0,asian,male,1200 12TH DISTRICT,Lack of Service,1,"15-0320,56829454.0,Lack of Service",False,False,False,female,black,36.0
794,15-0322,2015-06-18,1800, PHYSICAL ABUSE,"According to the complainant, on 6-15-15 at 10:30pm, they were treated unprofessionally by a sergeant assigned to the 1st District.",2015-06-15,95898897.0,black,female,0100 01ST DISTRICT,Departmental Violation,1,"15-0322,95898897.0,Departmental Violation",False,False,False,female,,27.0
796,15-0323,2015-06-18,200, VERBAL ABUSE,"According to the complainant, on 6-14-15 at 2:00pm, they were treated unprofessionally by an officer assigned to the 2nd District.",2015-06-14,53596040.0,white,male,0200 02ND DISTRICT,Verbal Abuse,1,"15-0323,53596040.0,Verbal Abuse",False,False,False,female,white,42.0
797,15-0324,2015-06-18,1200, PHYSICAL ABUSE,"According to the complainant, on 5-22-15 at 10:00am, a juvenile was physically abused by unknown 12th District officers.",2015-05-22,45395948.0,white,female,1200 12TH DISTRICT,Departmental Violation,1,"15-0324,45395948.0,Departmental Violation",False,False,False,male,black,26.0
797,15-0324,2015-06-18,1200, PHYSICAL ABUSE,"According to the complainant, on 5-22-15 at 10:00am, a juvenile was physically abused by unknown 12th District officers.",2015-05-22,45395948.0,white,female,1200 12TH DISTRICT,Departmental Violation,1,"15-0324,45395948.0,Departmental Violation",False,False,False,female,black,26.0
798,15-0324,2015-06-18,1200, PHYSICAL ABUSE,"According to the complainant, on 5-22-15 at 10:00am, a juvenile was physically abused by unknown 12th District officers.",2015-05-22,30816575.0,black,male,1600 16TH DISTRICT,Physical Abuse,1,"15-0324,30816575.0,Physical Abuse",False,False,False,male,black,26.0
798,15-0324,2015-06-18,1200, PHYSICAL ABUSE,"According to the complainant, on 5-22-15 at 10:00am, a juvenile was physically abused by unknown 12th District officers.",2015-05-22,30816575.0,black,male,1600 16TH DISTRICT,Physical Abuse,1,"15-0324,30816575.0,Physical Abuse",False,False,False,female,black,26.0
799,15-0324,2015-06-18,1200, PHYSICAL ABUSE,"According to the complainant, on 5-22-15 at 10:00am, a juvenile was physically abused by unknown 12th District officers.",2015-05-22,80731584.0,white,male,1200 12TH DISTRICT,Departmental Violation,1,"15-0324,80731584.0,Departmental Violation",False,False,False,male,black,26.0
799,15-0324,2015-06-18,1200, PHYSICAL ABUSE,"According to the complainant, on 5-22-15 at 10:00am, a juvenile was physically abused by unknown 12th District officers.",2015-05-22,80731584.0,white,male,1200 12TH DISTRICT,Departmental Violation,1,"15-0324,80731584.0,Departmental Violation",False,False,False,female,black,26.0
800,15-0324,2015-06-18,1200, PHYSICAL ABUSE,"According to the complainant, on 5-22-15 at 10:00am, a juvenile was physically abused by unknown 12th District officers.",2015-05-22,40588571.0,black,male,1900 19TH DISTRICT,Departmental Violation,1,"15-0324,40588571.0,Departmental Violation",False,False,False,male,black,26.0
800,15-0324,2015-06-18,1200, PHYSICAL ABUSE,"According to the complainant, on 5-22-15 at 10:00am, a juvenile was physically abused by unknown 12th District officers.",2015-05-22,40588571.0,black,male,1900 19TH DISTRICT,Departmental Violation,1,"15-0324,40588571.0,Departmental Violation",False,False,False,female,black,26.0
801,15-0324,2015-06-18,1200, PHYSICAL ABUSE,"According to the complainant, on 5-22-15 at 10:00am, a juvenile was physically abused by unknown 12th District officers.",2015-05-22,40588571.0,black,male,1900 19TH DISTRICT,Physical Abuse,1,"15-0324,40588571.0,Physical Abuse",False,False,False,male,black,26.0
801,15-0324,2015-06-18,1200, PHYSICAL ABUSE,"According to the complainant, on 5-22-15 at 10:00am, a juvenile was physically abused by unknown 12th District officers.",2015-05-22,40588571.0,black,male,1900 19TH DISTRICT,Physical Abuse,1,"15-0324,40588571.0,Physical Abuse",False,False,False,female,black,26.0
802,15-0324,2015-06-18,1200, PHYSICAL ABUSE,"According to the complainant, on 5-22-15 at 10:00am, a juvenile was physically abused by unknown 12th District officers.",2015-05-22,20497667.0,black,male,1200 12TH DISTRICT,Physical Abuse,1,"15-0324,20497667.0,Physical Abuse",False,False,False,male,black,26.0
802,15-0324,2015-06-18,1200, PHYSICAL ABUSE,"According to the complainant, on 5-22-15 at 10:00am, a juvenile was physically abused by unknown 12th District officers.",2015-05-22,20497667.0,black,male,1200 12TH DISTRICT,Physical Abuse,1,"15-0324,20497667.0,Physical Abuse",False,False,False,female,black,26.0
803,15-0324,2015-06-18,1200, PHYSICAL ABUSE,"According to the complainant, on 5-22-15 at 10:00am, a juvenile was physically abused by unknown 12th District officers.",2015-05-22,34370996.0,white,male,1800 18TH DISTRICT,Physical Abuse,1,"15-0324,34370996.0,Physical Abuse",False,False,False,male,black,26.0
803,15-0324,2015-06-18,1200, PHYSICAL ABUSE,"According to the complainant, on 5-22-15 at 10:00am, a juvenile was physically abused by unknown 12th District officers.",2015-05-22,34370996.0,white,male,1800 18TH DISTRICT,Physical Abuse,1,"15-0324,34370996.0,Physical Abuse",False,False,False,female,black,26.0
805,15-0326,2015-06-22,2600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-14-15 at 2:50pm, they were treated unprofessionally by an officer assigned to the 26th District.",2015-06-14,92165090.0,white,male,2600 26TH DISTRICT,Departmental Violation,1,"15-0326,92165090.0,Departmental Violation",False,False,False,female,,23.0
806,15-0327,2015-06-22,1500, CRIMINAL ALLEGATION,"According to the complainant, on 6-13-15 at 11:45pm, they were physically abused by an off-duty officer assigned to the 22nd District.",2015-06-13,53053933.0,latino,male,2200 22ND DISTRICT,Criminal Allegation,1,"15-0327,53053933.0,Criminal Allegation",False,False,False,female,latino,55.0
807,15-0327,2015-06-22,1500, CRIMINAL ALLEGATION,"According to the complainant, on 6-13-15 at 11:45pm, they were physically abused by an off-duty officer assigned to the 22nd District.",2015-06-13,53053933.0,latino,male,2200 22ND DISTRICT,Departmental Violation,1,"15-0327,53053933.0,Departmental Violation",True,False,True,female,latino,55.0
808,15-0328,2015-06-24,1900, PHYSICAL ABUSE,"According to the complainant, on 6-8-15 at 7:43pm, they were harassed by officers assigned to the 19th District.",2015-06-08,19110299.0,white,male,1900 19TH DISTRICT,Physical Abuse,1,"15-0328,19110299.0,Physical Abuse",False,False,False,male,black,26.0
809,15-0328,2015-06-24,1900, PHYSICAL ABUSE,"According to the complainant, on 6-8-15 at 7:43pm, they were harassed by officers assigned to the 19th District.",2015-06-08,64161455.0,black,male,1900 19TH DISTRICT,Physical Abuse,1,"15-0328,64161455.0,Physical Abuse",False,False,False,male,black,26.0
810,15-0328,2015-06-24,1900, PHYSICAL ABUSE,"According to the complainant, on 6-8-15 at 7:43pm, they were harassed by officers assigned to the 19th District.",2015-06-08,44849035.0,white,male,1800 18TH DISTRICT,Physical Abuse,1,"15-0328,44849035.0,Physical Abuse",False,False,False,male,black,26.0
811,15-0328,2015-06-24,1900, PHYSICAL ABUSE,"According to the complainant, on 6-8-15 at 7:43pm, they were harassed by officers assigned to the 19th District.",2015-06-08,89453527.0,white,male,9807 SUPP POLICE SERVICE,Physical Abuse,1,"15-0328,89453527.0,Physical Abuse",False,False,False,male,black,26.0
812,15-0329,2015-06-24,1900, VERBAL ABUSE,"According to the complainant, on 6-20-15 at 9:00pm, they were verbally abused by an officer assigned to the 19th District.",2015-06-20,83072358.0,black,male,1900 19TH DISTRICT,Departmental Violation,2,"15-0329,83072358.0,Departmental Violation",True,False,True,female,black,22.0
814,15-0329,2015-06-24,1900, VERBAL ABUSE,"According to the complainant, on 6-20-15 at 9:00pm, they were verbally abused by an officer assigned to the 19th District.",2015-06-20,83072358.0,black,male,1900 19TH DISTRICT,Verbal Abuse,1,"15-0329,83072358.0,Verbal Abuse",False,False,False,female,black,22.0
815,15-0330,2015-06-24,800, LACK OF SERVICE,"According to the complainant, on 6-7-15 at approximately 7:00pm, they did not receive proper service from an unknown 8th District supervisor.",2015-06-07,63257486.0,white,male,0800 08TH DISTRICT,Lack of Service,1,"15-0330,63257486.0,Lack of Service",False,False,False,female,white,34.0
815,15-0330,2015-06-24,800, LACK OF SERVICE,"According to the complainant, on 6-7-15 at approximately 7:00pm, they did not receive proper service from an unknown 8th District supervisor.",2015-06-07,63257486.0,white,male,0800 08TH DISTRICT,Lack of Service,1,"15-0330,63257486.0,Lack of Service",False,False,False,female,,12.0
816,15-0331,2015-06-25,300, PHYSICAL ABUSE,"According to the complainant, on 5-11-15 at approximately 10:30am, they were physically abused and falsely arrested by a lieutenant, sergeant and other 3rd District officers.",2015-05-11,71334840.0,white,male,0300 03RD DISTRICT,Departmental Violation,1,"15-0331,71334840.0,Departmental Violation",True,False,True,male,white,49.0
817,15-0331,2015-06-25,300, PHYSICAL ABUSE,"According to the complainant, on 5-11-15 at approximately 10:30am, they were physically abused and falsely arrested by a lieutenant, sergeant and other 3rd District officers.",2015-05-11,15706598.0,latino,female,0300 03RD DISTRICT,Departmental Violation,1,"15-0331,15706598.0,Departmental Violation",True,False,True,male,white,49.0
818,15-0331,2015-06-25,300, PHYSICAL ABUSE,"According to the complainant, on 5-11-15 at approximately 10:30am, they were physically abused and falsely arrested by a lieutenant, sergeant and other 3rd District officers.",2015-05-11,71334840.0,white,male,0300 03RD DISTRICT,Physical Abuse,1,"15-0331,71334840.0,Physical Abuse",False,False,False,male,white,49.0
819,15-0331,2015-06-25,300, PHYSICAL ABUSE,"According to the complainant, on 5-11-15 at approximately 10:30am, they were physically abused and falsely arrested by a lieutenant, sergeant and other 3rd District officers.",2015-05-11,22869340.0,white,female,0300 03RD DISTRICT,Physical Abuse,1,"15-0331,22869340.0,Physical Abuse",False,False,False,male,white,49.0
820,15-0331,2015-06-25,300, PHYSICAL ABUSE,"According to the complainant, on 5-11-15 at approximately 10:30am, they were physically abused and falsely arrested by a lieutenant, sergeant and other 3rd District officers.",2015-05-11,66223451.0,white,male,0300 03RD DISTRICT,Physical Abuse,1,"15-0331,66223451.0,Physical Abuse",False,False,False,male,white,49.0
821,15-0331,2015-06-25,300, PHYSICAL ABUSE,"According to the complainant, on 5-11-15 at approximately 10:30am, they were physically abused and falsely arrested by a lieutenant, sergeant and other 3rd District officers.",2015-05-11,29277116.0,black,female,1700 17TH DISTRICT,Lack of Service,1,"15-0331,29277116.0,Lack of Service",True,False,True,male,white,49.0
822,15-0331,2015-06-25,300, PHYSICAL ABUSE,"According to the complainant, on 5-11-15 at approximately 10:30am, they were physically abused and falsely arrested by a lieutenant, sergeant and other 3rd District officers.",2015-05-11,66223451.0,white,male,0300 03RD DISTRICT,Lack of Service,1,"15-0331,66223451.0,Lack of Service",True,False,True,male,white,49.0
823,15-0331,2015-06-25,300, PHYSICAL ABUSE,"According to the complainant, on 5-11-15 at approximately 10:30am, they were physically abused and falsely arrested by a lieutenant, sergeant and other 3rd District officers.",2015-05-11,64762613.0,black,male,6500 SOUTHWEST DET,Departmental Violation,1,"15-0331,64762613.0,Departmental Violation",True,False,True,male,white,49.0
824,15-0332,2015-06-24,1200, LACK OF SERVICE,"According to the complainant, on 6-12-15 at 11:00pm, they did not receive proper service from a sergeant assigned to the 12th District.",2015-06-12,74721032.0,white,male,1200 12TH DISTRICT,Lack of Service,1,"15-0332,74721032.0,Lack of Service",False,False,False,female,,
825,15-0333,2015-06-26,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-4-15 at 6:30pm, their vehicle was damaged by unidentified plainclothes officers in the 19th District.",2015-06-04,14383775.0,white,male,1900 19TH DISTRICT,Falsification,1,"15-0333,14383775.0,Falsification",True,True,True,male,,
826,15-0333,2015-06-26,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-4-15 at 6:30pm, their vehicle was damaged by unidentified plainclothes officers in the 19th District.",2015-06-04,99920923.0,black,male,1900 19TH DISTRICT,Departmental Violation,1,"15-0333,99920923.0,Departmental Violation",True,False,True,male,,
829,15-0333,2015-06-26,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-4-15 at 6:30pm, their vehicle was damaged by unidentified plainclothes officers in the 19th District.",2015-06-04,14383775.0,white,male,1900 19TH DISTRICT,Departmental Violation,1,"15-0333,14383775.0,Departmental Violation",True,True,True,male,,
830,15-0333,2015-06-26,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-4-15 at 6:30pm, their vehicle was damaged by unidentified plainclothes officers in the 19th District.",2015-06-04,33391324.0,black,male,1900 19TH DISTRICT,Departmental Violation,1,"15-0333,33391324.0,Departmental Violation",True,False,True,male,,
