,complaint_id,date_received,district_occurrence,general_cap_classification,summary,complainant_sex,complainant_race,complainant_age,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
2049,16-0046,2016-02-04,1500, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 8-24- at 10:45am, officers assigned to the 15th District did not follow proper police procedure.",male,black,48.0,54089052.0,white,male,1500 15TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
2050,16-0046,2016-02-04,1500, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 8-24- at 10:45am, officers assigned to the 15th District did not follow proper police procedure.",male,black,48.0,67227670.0,white,male,1500 15TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
2051,16-0047,2016-01-28,3900, LACK OF SERVICE,"According to the complainant, on 12-31-15 at 6:59am, they did not receive proper service from a sergeant and an officer assigned to the 39th District.",female,white,54.0,15699731.0,white,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2052,16-0047,2016-01-28,3900, LACK OF SERVICE,"According to the complainant, on 12-31-15 at 6:59am, they did not receive proper service from a sergeant and an officer assigned to the 39th District.",female,white,54.0,39732152.0,white,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2053,16-0048,2016-01-29,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-26-16 at 5:30pm, they were stopped for investigation by officers assigned to the 14th District. The complainant noticed personal property missing after the conclusion of investigation.",female,black,42.0,41203634.0,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2054,16-0048,2016-01-29,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-26-16 at 5:30pm, they were stopped for investigation by officers assigned to the 14th District. The complainant noticed personal property missing after the conclusion of investigation.",female,black,42.0,62685510.0,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2055,16-0049,2016-02-04,200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-26-16 at 4:00pm, they were verbally abused by an off duty corporal assigned to the 24th District.",male,white,60.0,12923623.0,latino,female,2400 24TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
2056,16-0050,2016-02-02,3500, LACK OF SERVICE,"According to the complainant, on 1-15-16 at 8:20pm, they did not receive proper service from officers and a sergeant assigned to the 35th District.",male,black,30.0,16958352.0,white,female,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2057,16-0050,2016-02-02,3500, LACK OF SERVICE,"According to the complainant, on 1-15-16 at 8:20pm, they did not receive proper service from officers and a sergeant assigned to the 35th District.",male,black,30.0,93242780.0,latino,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2058,16-0050,2016-02-02,3500, LACK OF SERVICE,"According to the complainant, on 1-15-16 at 8:20pm, they did not receive proper service from officers and a sergeant assigned to the 35th District.",male,black,30.0,63424684.0,white,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2059,16-0051,2016-01-29,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-26-16 at 12:43am, officers assigned to the 3rd District did not follow proper procedures.",male,asian,54.0,30677186.0,black,male,1700 17TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2060,16-0051,2016-01-29,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-26-16 at 12:43am, officers assigned to the 3rd District did not follow proper procedures.",male,asian,54.0,97893258.0,black,male,1700 17TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2061,16-0052,2016-02-02,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-2-15 at 7:30pm, they were verbally abused during a search of their residence by officers assigned to the 15th District.",female,white,51.0,38091241.0,white,male,0700 07TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
2062,16-0052,2016-02-02,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-2-15 at 7:30pm, they were verbally abused during a search of their residence by officers assigned to the 15th District.",female,white,51.0,94297296.0,black,female,9821 SAFETY OFFICE,Departmental Violation,No Sustained Findings,Not Applicable
2063,16-0053,2016-02-03,2200, LACK OF SERVICE,"According to the complainant, on 1-22-16 at 2:00pm, they did not receive proper service from officers assigned to the 22nd District.",female,black,23.0,61694166.0,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2064,16-0053,2016-02-03,2200, LACK OF SERVICE,"According to the complainant, on 1-22-16 at 2:00pm, they did not receive proper service from officers assigned to the 22nd District.",female,black,23.0,55869180.0,black,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2065,16-0054,2016-02-11,1200, NON-INVESTIGATORY INCIDENT,"According to the complainant, in May of 2015, they were falsely arrested and did not receive proper service from officers assigned to the 12th District.",male,,37.0,10091211.0,black,male,1200 12TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
2066,16-0054,2016-02-11,1200, NON-INVESTIGATORY INCIDENT,"According to the complainant, in May of 2015, they were falsely arrested and did not receive proper service from officers assigned to the 12th District.",male,,37.0,53971635.0,asian,male,1200 12TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
2067,16-0055,2016-02-03,1500, LACK OF SERVICE,"According to the complainant, on 10-15-15 at 8:30pm, they did not receive proper service from a detective assigned to Northeast Detective Division.",male,white,48.0,80554086.0,white,male,6400 NORTHEAST DET,Lack of Service,No Sustained Findings,Not Applicable
2068,16-0055,2016-02-03,1500, LACK OF SERVICE,"According to the complainant, on 10-15-15 at 8:30pm, they did not receive proper service from a detective assigned to Northeast Detective Division.",male,white,48.0,94793741.0,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2069,16-0055,2016-02-03,1500, LACK OF SERVICE,"According to the complainant, on 10-15-15 at 8:30pm, they did not receive proper service from a detective assigned to Northeast Detective Division.",male,white,48.0,48747636.0,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2070,16-0056,2016-02-04,1800, LACK OF SERVICE,"According to the complainant, on 1-26-16, they did not receive proper service from a detective assigned to Southwest Detective Division.",male,black,68.0,66140882.0,white,male,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
2071,16-0057,2016-02-04,1200, PHYSICAL ABUSE,"According to the complainant, on 1-28-16 at 7:48pm, their family member was physically abused by officers assigned to the 12th District.",female,black,29.0,35678026.0,black,male,1200 12TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
2072,16-0057,2016-02-04,1200, PHYSICAL ABUSE,"According to the complainant, on 1-28-16 at 7:48pm, their family member was physically abused by officers assigned to the 12th District.",female,black,29.0,24121095.0,black,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
2073,16-0057,2016-02-04,1200, PHYSICAL ABUSE,"According to the complainant, on 1-28-16 at 7:48pm, their family member was physically abused by officers assigned to the 12th District.",female,black,29.0,35678026.0,black,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
2074,16-0057,2016-02-04,1200, PHYSICAL ABUSE,"According to the complainant, on 1-28-16 at 7:48pm, their family member was physically abused by officers assigned to the 12th District.",female,black,29.0,,,,,Physical Abuse,No Sustained Findings,Not Applicable
2075,16-0058,2016-02-10,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-28-16 at 1:00am, they were verbally abused and falsely arrested by a sergeant assigned to the 19th District.",female,black,29.0,87629625.0,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
2076,16-0058,2016-02-10,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-28-16 at 1:00am, they were verbally abused and falsely arrested by a sergeant assigned to the 19th District.",female,black,29.0,87629625.0,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2077,16-0058,2016-02-10,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-28-16 at 1:00am, they were verbally abused and falsely arrested by a sergeant assigned to the 19th District.",female,black,29.0,87629625.0,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2078,16-0058,2016-02-10,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-28-16 at 1:00am, they were verbally abused and falsely arrested by a sergeant assigned to the 19th District.",male,latino,42.0,87629625.0,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
2079,16-0058,2016-02-10,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-28-16 at 1:00am, they were verbally abused and falsely arrested by a sergeant assigned to the 19th District.",male,latino,42.0,87629625.0,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2080,16-0058,2016-02-10,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-28-16 at 1:00am, they were verbally abused and falsely arrested by a sergeant assigned to the 19th District.",male,latino,42.0,87629625.0,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2081,16-0059,2016-02-12,1900, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-28-16 at 1:00am, they were verbally abused and falsely arrested by a sergeant assigned to the 19th District.",female,black,29.0,87629625.0,white,male,1900 19TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
2082,16-0060,2016-02-12,800, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-29-16 at 2:00pm, they were improperly issued a parking citation by an officer assigned to the 8th District.",male,white,59.0,57849466.0,white,male,0800 08TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
2083,16-0061,2016-02-04,1700, VERBAL ABUSE,"According to the complainant, on 1-31-16 at 2:20am, they were verbally abused by a sergeant assigned to the 17th District.",male,black,48.0,90524179.0,white,male,1700 17TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
2084,16-0062,2016-02-04,1200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-28-16 at 7:48pm their family member was physically abused by officers assigned to the 12th District.",female,black,38.0,35678026.0,black,male,1200 12TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
2085,16-0062,2016-02-04,1200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-28-16 at 7:48pm their family member was physically abused by officers assigned to the 12th District.",female,black,38.0,24121095.0,black,male,1200 12TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
2086,16-0063,2016-02-09,2400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-29-16 at 4:25pm, officers assigned to the 25th District did not follow proper police procedure.",female,latino,47.0,71090738.0,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2087,16-0063,2016-02-09,2400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-29-16 at 4:25pm, officers assigned to the 25th District did not follow proper police procedure.",female,latino,47.0,71090738.0,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
2088,16-0064,2016-02-09,200, PHYSICAL ABUSE,"According to the complainant, on 1-26-16 at 1:21pm, their family member was physically and verbally abused by officers assigned to the 2nd District.",female,black,39.0,86291696.0,white,male,0200 02ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
2089,16-0064,2016-02-09,200, PHYSICAL ABUSE,"According to the complainant, on 1-26-16 at 1:21pm, their family member was physically and verbally abused by officers assigned to the 2nd District.",female,black,39.0,86291696.0,white,male,0200 02ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
2090,16-0064,2016-02-09,200, PHYSICAL ABUSE,"According to the complainant, on 1-26-16 at 1:21pm, their family member was physically and verbally abused by officers assigned to the 2nd District.",female,black,39.0,86291696.0,white,male,0200 02ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
2091,16-0064,2016-02-09,200, PHYSICAL ABUSE,"According to the complainant, on 1-26-16 at 1:21pm, their family member was physically and verbally abused by officers assigned to the 2nd District.",female,black,39.0,86291696.0,white,male,0200 02ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
2092,16-0065,2016-02-09,800, LACK OF SERVICE,"According to the complainant, on 1-16-16 at 9:30pm, they did not receive proper service from a sergeant assigned to the 8th District.",male,,38.0,21168863.0,white,male,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2093,16-0065,2016-02-09,800, LACK OF SERVICE,"According to the complainant, on 1-16-16 at 9:30pm, they did not receive proper service from a sergeant assigned to the 8th District.",female,,,21168863.0,white,male,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
